CCAA,Sexo,Tipo_Centro,Total,Usuario_Experto_Pct,Usuario_Avanzado_Pct,Usuario_Basico_Pct,No_Usuario_Pct,No_Consta_Pct,Usuario_Alto_Pct,Brecha_Digital_Pct,Calidad_TIC
Cataluña,Mujeres,Total,0.0,8.00526334506917,73.50545894235215,18.489277712578684,0.0,0.0,81.51072228742132,18.489277712578684,Baja
Ceuta,Hombres,Total,0.0,29.181494661921707,45.55160142348755,25.26690391459075,0.0,0.0,74.73309608540926,25.26690391459075,Alta
Ceuta,Mujeres,Total,0.0,6.442577030812325,64.42577030812325,29.131652661064425,0.0,0.0,70.86834733893558,29.131652661064425,Baja
Comunitat Valenciana,Hombres,Total,0.0,22.77234588447403,58.78233132237709,17.994591221135842,0.0,0.45073157201303654,81.55467720685112,17.994591221135842,Alta
Comunitat Valenciana,Mujeres,Total,0.0,6.444160739254666,67.87038725758404,24.858654021521065,0.0,0.8207185847163961,74.31454799683871,24.858654021521065,Baja
Extremadura,Hombres,Total,0.0,20.229197807673145,0.04982561036372696,21.375186846038865,0.29895366218236175,0.0,20.27902341803687,21.674140508221228,Alta
Extremadura,Mujeres,Total,0.0,7.40072202166065,0.06768953068592058,0.02256317689530686,0.0,0.0,7.468411552346571,0.02256317689530686,Baja
Galicia,Hombres,Total,0.0,25.4896972780463,56.99567540066141,17.51462732129229,0.0,0.0,82.4853726787077,17.51462732129229,Alta
Galicia,Mujeres,Total,0.0,9.629017013232515,0.07088846880907372,0.023629489603024575,0.0,0.6734404536862004,9.699905482041588,0.023629489603024575,Baja
"Madrid, Comunidad de",Hombres,Total,0.0,30.43811412602542,59.20850987108987,9.492472730550798,0.0,0.8609032723339043,89.6466239971153,9.492472730550798,Alta
"Madrid, Comunidad de",Mujeres,Total,0.0,5.383947939262473,67.31887201735358,27.29284164859002,0.0,0.0,72.70281995661605,27.29284164859002,Baja
Melilla,Hombres,Total,0.0,22.289156626506024,51.80722891566265,24.397590361445783,0.0018072289156626507,0.0,74.09638554216868,24.399397590361446,Alta
Melilla,Mujeres,Total,0.0,14.175257731958762,51.28865979381443,31.443298969072163,0.0,0.0033505154639175256,65.4639175257732,31.443298969072163,Baja
"Murcia, Región de",Hombres,Total,0.0,0.01824817518248175,0.05474452554744526,13.558394160583942,1.0218978102189782,0.0,0.072992700729927,14.580291970802921,Baja
"Murcia, Región de",Mujeres,Total,0.0,6.591058514135438,0.06574621959237344,0.01643655489809336,0.0,0.0,6.656804733727811,0.01643655489809336,Baja
"Navarra, Comunidad Foral de",Hombres,Total,0.0,15.895124948791478,0.0819336337566571,19.25440393281442,0.6145022531749283,1.269971323228185,15.977058582548135,19.86890618598935,Alta
"Navarra, Comunidad Foral de",Mujeres,Total,0.0,8.579299488390397,0.07870916961826052,18.06375442739079,0.0,0.0,8.658008658008658,18.06375442739079,Baja
País Vasco,Hombres,Total,0.0,0.02720348204570185,0.06800870511425462,9.98367791077258,0.0,0.0,0.09521218715995647,9.98367791077258,Baja
País Vasco,Mujeres,Total,0.0,7.546918674297884,0.0665513110608279,0.01331026221216558,0.0,0.5723412751231199,7.613469985358712,0.01331026221216558,Baja
"Rioja, La",Hombres,Total,0.0,27.10843373493976,52.30923694779116,19.779116465863453,0.0,0.0007028112449799197,79.41767068273091,19.779116465863453,Alta
"Rioja, La",Mujeres,Total,0.0,10.909090909090908,61.18181818181818,28.0,0.0,0.0,72.0909090909091,28.0,Baja
